category,SLC,fold_change,expression,p_value,control_mean,control_distribution,treat_mean,treat_distribution,method,cutoff,OS_error,OS_p_value,OS_HR,OS_AUC,OS_sensitivity,OS_specificity,OS_graph_name_jpg,DSS_error,DSS_p_value,DSS_HR,DSS_AUC,DSS_sensitivity,DSS_specificity,DSS_graph_name_jpg,DFI_error,DFI_p_value,DFI_HR,DFI_AUC,DFI_sensitivity,DFI_specificity,DFI_graph_name_jpg,PFI_error,PFI_p_value,PFI_HR,PFI_AUC,PFI_sensitivity,PFI_specificity,PFI_graph_name_jpg
Stomach,SLC7A7,1.2444445224203602,Increased,5.75578242228586e-57,8.34095172413793,1.3547015177715802,10.3798516848761,0.956289618096012,outcome_significance,10.8284,False,0.000890721032844097,1.70476642352703,0.57,41.9,73.2,"TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff10.83_histogram.jpg, TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff10.83_AUC=_0.57_ROC.jpg, TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff=10.83_p=0.000890721032844097_HR=1.70476642352703_kaplanmeier.jpg",False,0.0027677138262273697,1.84690297489651,0.58,42.3,73.5,"TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff10.86_histogram.jpg, TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff10.86_AUC=_0.58_ROC.jpg, TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff=10.86_p=0.00276771382622737_HR=1.84690297489651_kaplanmeier.jpg",False,0.00350049985576286,2.42683470767837,0.61,63.6,60.1,"TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff10.46_histogram.jpg, TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff10.46_AUC=_0.61_ROC.jpg, TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff=10.46_p=0.00350049985576286_HR=2.42683470767837_kaplanmeier.jpg",False,0.00031549000307508704,1.86271148870841,0.58,40.7,73.8,"TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff10.86_histogram.jpg, TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff10.86_AUC=_0.58_ROC.jpg, TCGA_Stomach_survival/CF_SLC7A7_biomarker_outcome_significance_cutoff=10.86_p=0.000315490003075087_HR=1.86271148870841_kaplanmeier.jpg"
Stomach,SLC9A3P1,21.6120075050547,Increased,6.94091170286199e-08,0.00858103448275862,0.0128123425862069,0.18545338164251202,0.400816055521224,outcome_significance,1.04155,False,0.00210024287671039,2.17047000098892,0.55,10.6,96.9,"TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff1.042_histogram.jpg, TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff1.042_AUC=_0.55_ROC.jpg, TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff=1.042_p=0.00210024287671039_HR=2.17047000098892_kaplanmeier.jpg",False,0.001043064604344,2.8668066625426203,0.54,10.3,96.6,"TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff1.11_histogram.jpg, TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff1.11_AUC=_0.54_ROC.jpg, TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff=1.11_p=0.001043064604344_HR=2.86680666254262_kaplanmeier.jpg",False,0.00105829190386228,3.09728508224755,0.57,22.7,91.9,"TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff0.6169_histogram.jpg, TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff0.6169_AUC=_0.57_ROC.jpg, TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff=0.6169_p=0.00105829190386228_HR=3.09728508224755_kaplanmeier.jpg",False,0.0031108139369635,1.91064360299352,0.55,18.5,91.8,"TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff0.6169_histogram.jpg, TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff0.6169_AUC=_0.55_ROC.jpg, TCGA_Stomach_survival/CF_SLC9A3P1_biomarker_outcome_significance_cutoff=0.6169_p=0.0031108139369635_HR=1.91064360299352_kaplanmeier.jpg"
Stomach,SLCO1A2,3.48275982106332,Increased,8.03456578904824e-41,0.8375178160919541,1.11544099106804,2.9168733993097598,5.88690543146893,outcome_significance,5.26355,False,0.00076662720225447,1.8429097536983303,0.55,25.0,85.8,"TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff5.264_histogram.jpg, TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff5.264_AUC=_0.55_ROC.jpg, TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff=5.264_p=0.00076662720225447_HR=1.84290975369833_kaplanmeier.jpg",False,4.21453331460622e-06,2.74482026657238,0.58,27.8,89.1,"TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff5.722_histogram.jpg, TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff5.722_AUC=_0.58_ROC.jpg, TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff=5.722_p=4.21453331460622e-06_HR=2.74482026657238_kaplanmeier.jpg",False,0.000109076815824214,4.36994291551342,0.57,15.9,97.0,"TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff6.981_histogram.jpg, TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff6.981_AUC=_0.57_ROC.jpg, TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff=6.981_p=0.000109076815824214_HR=4.36994291551342_kaplanmeier.jpg",False,0.000144838813741432,2.36940481574439,0.58,16.3,95.0,"TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff6.844_histogram.jpg, TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff6.844_AUC=_0.58_ROC.jpg, TCGA_Stomach_survival/CF_SLCO1A2_biomarker_outcome_significance_cutoff=6.844_p=0.000144838813741432_HR=2.36940481574439_kaplanmeier.jpg"
Stomach,SLCO6A1,2.7272792794512797,Increased,1.9966663961259893e-06,0.209402298850575,0.315159296988904,0.571098550724638,1.59875236266133,outcome_significance,1.4623,False,0.00801662149348097,1.6647994710932,0.55,21.9,88.2,"TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff1.462_histogram.jpg, TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff1.462_AUC=_0.55_ROC.jpg, TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff=1.462_p=0.00801662149348097_HR=1.6647994710932_kaplanmeier.jpg",False,3.884092679840061e-05,3.12061401764926,0.58,15.5,95.9,"TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff2.982_histogram.jpg, TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff2.982_AUC=_0.58_ROC.jpg, TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff=2.982_p=3.88409267984006e-05_HR=3.12061401764926_kaplanmeier.jpg",False,0.00932806645237267,2.47579751286794,0.57,22.7,91.4,"TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff1.95_histogram.jpg, TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff1.95_AUC=_0.57_ROC.jpg, TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff=1.95_p=0.00932806645237267_HR=2.47579751286794_kaplanmeier.jpg",False,8.80962768648452e-06,2.6813308568931298,0.57,17.0,94.6,"TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff2.564_histogram.jpg, TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff2.564_AUC=_0.57_ROC.jpg, TCGA_Stomach_survival/CF_SLCO6A1_biomarker_outcome_significance_cutoff=2.564_p=8.80962768648452e-06_HR=2.68133085689313_kaplanmeier.jpg"
Stomach,SVOPL,1.9470955474872402,Increased,1.0747029996328499e-20,1.40266896551724,1.51470510735499,2.7311304973571606,4.09117516096976,outcome_significance,7.25325,False,0.00694606999711086,2.45752896079313,0.52,5.6,98.4,"TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff7.253_histogram.jpg, TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff7.253_AUC=_0.52_ROC.jpg, TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff=7.253_p=0.00694606999711086_HR=2.45752896079313_kaplanmeier.jpg",False,0.00244777498773353,2.67153345658789,0.54,10.3,95.6,"TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff6.258_histogram.jpg, TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff6.258_AUC=_0.54_ROC.jpg, TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff=6.258_p=0.00244777498773353_HR=2.67153345658789_kaplanmeier.jpg",False,0.00289100357818541,2.50277690185778,0.6,65.9,59.6,"TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff2.553_histogram.jpg, TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff2.553_AUC=_0.6_ROC.jpg, TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff=2.553_p=0.00289100357818541_HR=2.50277690185778_kaplanmeier.jpg",False,0.0033300798053182,1.65290524289175,0.55,53.3,60.2,"TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff2.7_histogram.jpg, TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff2.7_AUC=_0.55_ROC.jpg, TCGA_Stomach_survival/CF_SVOPL_biomarker_outcome_significance_cutoff=2.7_p=0.0033300798053182_HR=1.65290524289175_kaplanmeier.jpg"
Pancreas,NIPA2,1.08204766219273,Increased,5.12054187954369e-16,10.0507161676647,1.3090765802792,10.8753539325843,0.160345988826255,outcome_significance,10.1769,False,0.00132369103252446,80717080.1726946,0.6,100.0,11.8,"TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff10.18_histogram.jpg, TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff10.18_AUC=_0.6_ROC.jpg, TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff=10.18_p=0.00132369103252446_HR=80717080.1726946_kaplanmeier.jpg",False,0.00295858735922045,2.76792220645458,0.59,87.7,31.3,"TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff10.61_histogram.jpg, TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff10.61_AUC=_0.59_ROC.jpg, TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff=10.61_p=0.00295858735922045_HR=2.76792220645458_kaplanmeier.jpg",False,0.00994008032252167,2.8884853634013097,0.65,60.9,71.7,"TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff11_histogram.jpg, TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff11_AUC=_0.65_ROC.jpg, TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff=11_p=0.00994008032252167_HR=2.88848536340131_kaplanmeier.jpg",False,0.000297847904806548,2.14176069611039,0.61,68.3,55.4,"TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff10.81_histogram.jpg, TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff10.81_AUC=_0.61_ROC.jpg, TCGA_Pancreas_survival/CF_NIPA2_biomarker_outcome_significance_cutoff=10.81_p=0.000297847904806548_HR=2.14176069611039_kaplanmeier.jpg"
Pancreas,NIPAL1,1.14156403083907,Increased,1.9511655569592397e-17,6.77126107784431,0.808687912150639,7.729828089887638,1.16712417965848,outcome_significance,6.3502,False,0.0033322490754690397,6.27831655985736,0.65,97.8,20.0,"TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff6.35_histogram.jpg, TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff6.35_AUC=_0.65_ROC.jpg, TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff=6.35_p=0.00333224907546904_HR=6.27831655985736_kaplanmeier.jpg",False,0.00564360899334158,9.70246199316818,0.62,98.6,17.2,"TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff6.35_histogram.jpg, TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff6.35_AUC=_0.62_ROC.jpg, TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff=6.35_p=0.00564360899334158_HR=9.70246199316818_kaplanmeier.jpg",False,0.000272866697704746,16.216771466995098,0.68,95.7,45.7,"TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff7.537_histogram.jpg, TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff7.537_AUC=_0.68_ROC.jpg, TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff=7.537_p=0.000272866697704746_HR=16.2167714669951_kaplanmeier.jpg",False,0.00239268283385364,1.8549913671645,0.61,64.4,59.5,"TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff7.721_histogram.jpg, TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff7.721_AUC=_0.61_ROC.jpg, TCGA_Pancreas_survival/CF_NIPAL1_biomarker_outcome_significance_cutoff=7.721_p=0.00239268283385364_HR=1.8549913671645_kaplanmeier.jpg"
Pancreas,SFXN3,1.11873099698574,Increased,2.66755632644496e-25,10.4368293413174,1.5079377824471498,11.676004494382,0.40116004336951705,outcome_significance,11.29875,False,0.0028030318403034107,2.23346492507077,0.6,82.8,35.3,"TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff11.3_histogram.jpg, TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff11.3_AUC=_0.6_ROC.jpg, TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff=11.3_p=0.00280303184030341_HR=2.23346492507077_kaplanmeier.jpg",False,0.00883433474738252,2.19154430424411,0.55,82.2,32.3,"TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff11.3_histogram.jpg, TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff11.3_AUC=_0.55_ROC.jpg, TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff=11.3_p=0.00883433474738252_HR=2.19154430424411_kaplanmeier.jpg",False,0.00276576426154334,6.817917027229638,0.64,91.3,41.3,"TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff11.3_histogram.jpg, TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff11.3_AUC=_0.64_ROC.jpg, TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff=11.3_p=0.00276576426154334_HR=6.81791702722964_kaplanmeier.jpg",False,0.00149647059462173,2.93672912473591,0.58,91.3,24.3,"TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff11.16_histogram.jpg, TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff11.16_AUC=_0.58_ROC.jpg, TCGA_Pancreas_survival/CF_SFXN3_biomarker_outcome_significance_cutoff=11.16_p=0.00149647059462173_HR=2.93672912473591_kaplanmeier.jpg"
Pancreas,SLC11A1,1.11247457613017,Increased,3.23310976152573e-09,8.67552814371257,2.67024257950436,9.65130449438202,1.72209342336952,outcome_significance,7.9758,False,0.000895145591270665,4.719403042260098,0.53,95.7,17.6,"TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff7.976_histogram.jpg, TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff7.976_AUC=_0.53_ROC.jpg, TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff=7.976_p=0.000895145591270665_HR=4.7194030422601_kaplanmeier.jpg",False,0.00702382153966082,3.6758340706666406,0.56,94.5,15.2,"TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff7.976_histogram.jpg, TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff7.976_AUC=_0.56_ROC.jpg, TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff=7.976_p=0.00702382153966082_HR=3.67583407066664_kaplanmeier.jpg",False,0.004841750038482071,3.9268825625619104,0.63,78.3,52.2,"TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff9.573_histogram.jpg, TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff9.573_AUC=_0.63_ROC.jpg, TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff=9.573_p=0.00484175003848207_HR=3.92688256256191_kaplanmeier.jpg",False,0.00128547026860952,4.03506493530479,0.51,95.2,14.9,"TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff7.74_histogram.jpg, TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff7.74_AUC=_0.51_ROC.jpg, TCGA_Pancreas_survival/CF_SLC11A1_biomarker_outcome_significance_cutoff=7.74_p=0.00128547026860952_HR=4.03506493530479_kaplanmeier.jpg"
Pancreas,SLC12A2,1.20963149168625,Increased,6.15107309818187e-47,9.69304071856287,1.3860808571271899,11.7250073033708,1.0724873783079398,outcome_significance,10.5078,False,0.000657877315356934,5.92615251422329,0.52,96.8,17.6,"TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff10.51_histogram.jpg, TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff10.51_AUC=_0.52_ROC.jpg, TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff=10.51_p=0.000657877315356934_HR=5.92615251422329_kaplanmeier.jpg",False,0.00494865869149553,4.5878163987119,0.54,95.9,15.2,"TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff10.51_histogram.jpg, TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff10.51_AUC=_0.54_ROC.jpg, TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff=10.51_p=0.00494865869149553_HR=4.5878163987119_kaplanmeier.jpg",False,0.00956110907736713,5.53031438098749,0.62,91.3,41.3,"TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff11.32_histogram.jpg, TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff11.32_AUC=_0.62_ROC.jpg, TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff=11.32_p=0.00956110907736713_HR=5.53031438098749_kaplanmeier.jpg",False,0.000545611875092442,3.96086600080034,0.57,94.2,20.3,"TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff10.55_histogram.jpg, TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff10.55_AUC=_0.57_ROC.jpg, TCGA_Pancreas_survival/CF_SLC12A2_biomarker_outcome_significance_cutoff=10.55_p=0.000545611875092442_HR=3.96086600080034_kaplanmeier.jpg"
Pancreas,SLC20A1,1.08861155901549,Increased,1.0247762907225901e-12,10.7124239520958,1.91910875978429,11.6616685393258,0.8330479831854251,outcome_significance,10.04195,False,0.000409075652186833,14.977613356022598,0.53,98.9,11.8,"TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff10.04_histogram.jpg, TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff10.04_AUC=_0.53_ROC.jpg, TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff=10.04_p=0.000409075652186833_HR=14.9776133560226_kaplanmeier.jpg",False,0.0021200563024034893,2.68584339419748,0.56,84.9,33.3,"TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff11.26_histogram.jpg, TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff11.26_AUC=_0.56_ROC.jpg, TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff=11.26_p=0.00212005630240349_HR=2.68584339419748_kaplanmeier.jpg",False,0.00183507875274287,3.68611738500894,0.63,34.8,91.3,"TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff12.19_histogram.jpg, TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff12.19_AUC=_0.63_ROC.jpg, TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff=12.19_p=0.00183507875274287_HR=3.68611738500894_kaplanmeier.jpg",False,4.3591257885260296e-05,19.9464829115315,0.6,99.0,13.5,"TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff10.04_histogram.jpg, TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff10.04_AUC=_0.6_ROC.jpg, TCGA_Pancreas_survival/CF_SLC20A1_biomarker_outcome_significance_cutoff=10.04_p=4.35912578852603e-05_HR=19.9464829115315_kaplanmeier.jpg"
Pancreas,SLC22A3,1.60014197054782,Increased,1.604496046440999e-70,5.65788982035928,1.44504851537768,9.05342696629213,2.3567670233365097,outcome_significance,6.42735,False,0.0024154391208486697,11.3843306448049,0.55,98.9,10.6,"TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff6.427_histogram.jpg, TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff6.427_AUC=_0.55_ROC.jpg, TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff=6.427_p=0.00241543912084867_HR=11.3843306448049_kaplanmeier.jpg",False,0.00947781140827972,8.8280684065116,0.55,98.6,9.1,"TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff6.427_histogram.jpg, TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff6.427_AUC=_0.55_ROC.jpg, TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff=6.427_p=0.00947781140827972_HR=8.8280684065116_kaplanmeier.jpg",False,8.833192115928491e-05,5.648301310669558,0.61,30.4,93.5,"TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff10.1_histogram.jpg, TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff10.1_AUC=_0.61_ROC.jpg, TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff=10.1_p=8.83319211592849e-05_HR=5.64830131066956_kaplanmeier.jpg",False,0.005911787559369029,1.76197961984617,0.6,64.4,55.4,"TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff8.994_histogram.jpg, TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff8.994_AUC=_0.6_ROC.jpg, TCGA_Pancreas_survival/CF_SLC22A3_biomarker_outcome_significance_cutoff=8.994_p=0.00591178755936903_HR=1.76197961984617_kaplanmeier.jpg"
Pancreas,SLC25A24,1.1715420737501399,Increased,1.2184279397962801e-39,9.15719461077844,1.19084361569367,10.7280387640449,0.586517651087729,distribution,9.93665795,False,0.000441349926034209,5.14308482804154,0.61,95.7,20.0,"TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff9.937_histogram.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff9.937_AUC=_0.61_ROC.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff=9.937_p=0.000441349926034209_HR=5.14308482804154_kaplanmeier.jpg",False,0.00162537457753284,5.38329227455117,0.59,95.9,17.2,"TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff9.937_histogram.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff9.937_AUC=_0.59_ROC.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff=9.937_p=0.00162537457753284_HR=5.38329227455117_kaplanmeier.jpg",False,0.00383558931181179,371083784.063616,0.74,,,"TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff9.937_histogram.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff9.937_AUC=_0.74_ROC.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff=9.937_p=0.00383558931181179_HR=371083784.063616_kaplanmeier.jpg",False,0.000421520590971711,4.17370098228502,0.61,94.2,20.3,"TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff9.937_histogram.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff9.937_AUC=_0.61_ROC.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_distribution_cutoff=9.937_p=0.000421520590971711_HR=4.17370098228502_kaplanmeier.jpg"
Pancreas,SLC25A24,1.1715420737501399,Increased,1.2184279397962801e-39,9.15719461077844,1.19084361569367,10.7280387640449,0.586517651087729,outcome_significance,9.9623,False,0.00027229956267075096,5.3842168294337,0.61,95.7,22.4,"TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff9.962_histogram.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff9.962_AUC=_0.61_ROC.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff=9.962_p=0.000272299562670751_HR=5.3842168294337_kaplanmeier.jpg",False,0.0012640589025767,3.1912847043543304,0.59,89.0,30.3,"TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff10.42_histogram.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff10.42_AUC=_0.59_ROC.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff=10.42_p=0.0012640589025767_HR=3.19128470435433_kaplanmeier.jpg",False,0.000203618501412903,16.81624140026,0.74,95.7,52.2,"TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff10.64_histogram.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff10.64_AUC=_0.74_ROC.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff=10.64_p=0.000203618501412903_HR=16.81624140026_kaplanmeier.jpg",False,0.0021008802419079397,2.0100804038203703,0.61,75.0,47.3,"TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff10.64_histogram.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff10.64_AUC=_0.61_ROC.jpg, TCGA_Pancreas_survival/CF_SLC25A24_biomarker_outcome_significance_cutoff=10.64_p=0.00210088024190794_HR=2.01008040382037_kaplanmeier.jpg"
